metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1774524798,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524798,1.000000,,,,,,,,,,,,,,,,
vus,1774524799,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524799,1.000000,,,,,,,,,,,,,,,,
vus,1774524800,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524800,1.000000,,,,,,,,,,,,,,,,
vus,1774524801,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524801,1.000000,,,,,,,,,,,,,,,,
vus,1774524802,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524802,1.000000,,,,,,,,,,,,,,,,
vus,1774524803,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524803,1.000000,,,,,,,,,,,,,,,,
vus,1774524804,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524804,1.000000,,,,,,,,,,,,,,,,
vus,1774524805,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524805,1.000000,,,,,,,,,,,,,,,,
vus,1774524806,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524806,1.000000,,,,,,,,,,,,,,,,
vus,1774524807,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524807,1.000000,,,,,,,,,,,,,,,,
vus,1774524808,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524808,1.000000,,,,,,,,,,,,,,,,
vus,1774524809,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524809,1.000000,,,,,,,,,,,,,,,,
vus,1774524810,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524810,1.000000,,,,,,,,,,,,,,,,
vus,1774524811,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524811,1.000000,,,,,,,,,,,,,,,,
vus,1774524812,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524812,1.000000,,,,,,,,,,,,,,,,
vus,1774524813,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524813,1.000000,,,,,,,,,,,,,,,,
vus,1774524814,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524814,1.000000,,,,,,,,,,,,,,,,
vus,1774524815,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524815,1.000000,,,,,,,,,,,,,,,,
vus,1774524816,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524816,1.000000,,,,,,,,,,,,,,,,
vus,1774524817,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524817,1.000000,,,,,,,,,,,,,,,,
vus,1774524818,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524818,1.000000,,,,,,,,,,,,,,,,
vus,1774524819,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524819,1.000000,,,,,,,,,,,,,,,,
vus,1774524820,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524820,1.000000,,,,,,,,,,,,,,,,
vus,1774524821,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524821,1.000000,,,,,,,,,,,,,,,,
vus,1774524822,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524822,1.000000,,,,,,,,,,,,,,,,
vus,1774524823,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524823,1.000000,,,,,,,,,,,,,,,,
vus,1774524824,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524824,1.000000,,,,,,,,,,,,,,,,
vus,1774524825,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524825,1.000000,,,,,,,,,,,,,,,,
vus,1774524826,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524826,1.000000,,,,,,,,,,,,,,,,
vus,1774524827,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524827,1.000000,,,,,,,,,,,,,,,,
vus,1774524828,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524828,1.000000,,,,,,,,,,,,,,,,
vus,1774524829,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524829,1.000000,,,,,,,,,,,,,,,,
vus,1774524830,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524830,1.000000,,,,,,,,,,,,,,,,
vus,1774524831,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524831,1.000000,,,,,,,,,,,,,,,,
vus,1774524832,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524832,1.000000,,,,,,,,,,,,,,,,
vus,1774524833,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524833,1.000000,,,,,,,,,,,,,,,,
vus,1774524834,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524834,1.000000,,,,,,,,,,,,,,,,
vus,1774524835,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524835,1.000000,,,,,,,,,,,,,,,,
vus,1774524836,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524836,1.000000,,,,,,,,,,,,,,,,
vus,1774524837,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524837,1.000000,,,,,,,,,,,,,,,,
vus,1774524838,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524838,1.000000,,,,,,,,,,,,,,,,
vus,1774524839,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524839,1.000000,,,,,,,,,,,,,,,,
vus,1774524840,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524840,1.000000,,,,,,,,,,,,,,,,
vus,1774524841,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524841,1.000000,,,,,,,,,,,,,,,,
vus,1774524842,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524842,1.000000,,,,,,,,,,,,,,,,
vus,1774524843,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524843,1.000000,,,,,,,,,,,,,,,,
vus,1774524844,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524844,1.000000,,,,,,,,,,,,,,,,
vus,1774524845,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524845,1.000000,,,,,,,,,,,,,,,,
vus,1774524846,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524846,1.000000,,,,,,,,,,,,,,,,
vus,1774524847,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524847,1.000000,,,,,,,,,,,,,,,,
vus,1774524848,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524848,1.000000,,,,,,,,,,,,,,,,
vus,1774524849,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524849,1.000000,,,,,,,,,,,,,,,,
vus,1774524850,1.000000,,,,,,,,,,,,,,,,
