metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1774524693,1.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_duration,1774524693,72.416433,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_blocked,1774524693,1.424695,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_connecting,1774524693,0.301890,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_tls_handshaking,1774524693,0.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_sending,1774524693,0.064139,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_waiting,1774524693,71.847890,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_receiving,1774524693,0.504404,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
http_req_failed,1774524693,0.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/register,,
checks,1774524693,1.000000,Status 200,,,,::Auth,,,,default,,,,,,,
checks,1774524693,1.000000,Token présent,,,,::Auth,,,,default,,,,,,,
http_reqs,1774524693,1.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_duration,1774524693,63.173737,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_blocked,1774524693,0.004056,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_connecting,1774524693,0.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_tls_handshaking,1774524693,0.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_sending,1774524693,0.035201,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_waiting,1774524693,61.735292,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_receiving,1774524693,1.403244,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
http_req_failed,1774524693,0.000000,,,,true,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/auth/login,,
checks,1774524693,1.000000,Status 200,,,,::Auth,,,,default,,,,,,,
checks,1774524693,1.000000,Token présent,,,,::Auth,,,,default,,,,,,,
checks,1774524693,1.000000,Email correct,,,,::Auth,,,,default,,,,,,,
http_reqs,1774524693,1.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_duration,1774524693,64.299899,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_blocked,1774524693,0.004387,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_connecting,1774524693,0.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_tls_handshaking,1774524693,0.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_sending,1774524693,0.032559,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_waiting,1774524693,64.178547,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_receiving,1774524693,0.088793,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_failed,1774524693,1.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
checks,1774524693,1.000000,Status 4xx,,,,::Auth,,,,default,,,,,,,
http_reqs,1774524693,1.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_duration,1774524693,9.328189,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_blocked,1774524693,0.006379,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_connecting,1774524693,0.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_tls_handshaking,1774524693,0.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_sending,1774524693,0.052800,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_waiting,1774524693,9.120354,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_receiving,1774524693,0.155035,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
http_req_failed,1774524693,1.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/login,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/login,,
checks,1774524693,1.000000,Status 4xx,,,,::Auth,,,,default,,,,,,,
http_reqs,1774524693,1.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_duration,1774524693,13.912421,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_blocked,1774524693,0.010578,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_connecting,1774524693,0.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_tls_handshaking,1774524693,0.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_sending,1774524693,0.046284,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_waiting,1774524693,13.774170,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_receiving,1774524693,0.091967,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
http_req_failed,1774524693,1.000000,,,1403,false,::Auth,POST,http://mj-auth:8081/api/auth/register,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/auth/register,,
checks,1774524693,1.000000,Status 4xx,,,,::Auth,,,,default,,,,,,,
http_reqs,1774524693,1.000000,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_duration,1774524693,4.537055,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_blocked,1774524693,0.006910,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_connecting,1774524693,0.000000,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_tls_handshaking,1774524693,0.000000,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_sending,1774524693,0.076054,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_waiting,1774524693,4.336110,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_receiving,1774524693,0.124891,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
http_req_failed,1774524693,0.000000,,,,true,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,200,,,http://mj-auth:8081/api/test/protected,,
checks,1774524693,1.000000,Non 401/403,,,,::Auth,,,,default,,,,,,,
http_reqs,1774524693,1.000000,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_duration,1774524693,1.690816,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_blocked,1774524693,0.004285,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_connecting,1774524693,0.000000,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_tls_handshaking,1774524693,0.000000,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_sending,1774524693,0.043794,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_waiting,1774524693,1.592563,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
http_req_receiving,1774524693,0.054459,,,1403,false,::Auth,GET,http://mj-auth:8081/api/test/protected,HTTP/1.1,default,,403,,,http://mj-auth:8081/api/test/protected,,
